pass,frame,zoom,frame_ms,setup,sphere,sphere_politics,flat,foliage,flat_politics,sun,markers
1,96,56.5243,5.1662,0.0036,0,0.0001,0.0358,0.001,4.0069,0.0001,0.0488
1,97,55.424,4.8117,0.0025,0,0.0001,0.0266,0.0011,3.9552,0,0.0473
1,98,54.1964,5.1172,0.0024,0,0,0.024,0.0009,4.0124,0,0.046
1,99,52.8524,4.7997,0.0022,0,0,0.0248,0.0014,3.9027,0.0001,0.0498
1,100,51.4039,5.0926,0.0029,0,0,0.0247,0.0009,3.9693,0,0.0467
1,101,49.8629,5.0471,0.0025,0,0,0.0234,0.0009,3.9394,0,0.0451
1,102,48.2421,5.0895,0.0022,0,0,0.0269,0.0011,4.0413,0,0.0476
1,103,46.5543,8.0838,0.0024,0,0,0.027,0.001,6.6646,0.0001,0.0782
1,104,44.8122,8.4941,0.0043,0,0,0.0461,0.0021,7.3864,0.0001,0.083
1,105,43.0287,7.4728,0.0036,0,0,0.0348,0.0016,4.5126,0,0.0475
1,106,41.2159,5.0774,0.0023,0,0.0001,0.0296,0.0011,3.9579,0,0.048
1,107,39.3859,5.2538,0.0024,0,0,0.0302,0.0015,4.0616,0.0002,0.0548
1,108,37.55,5.0409,0.0027,0,0,0.03,0.0022,3.9168,0.0001,0.0463
1,109,35.7189,7.4876,0.0024,0,0,0.0293,0.0012,3.9503,0,0.0446
1,110,33.9025,4.7864,0.0024,0,0,0.0344,0.0011,3.9337,0.0001,0.051
1,111,32.1099,5.1092,0.0024,0,0,0.038,0.0017,3.9662,0,0.0464
